activity,CIR,FirstPathPL,maxNoise,RX_level,FPPL
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,2021.0,47744.0,1714.0,-78.631942,-81.391654
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,1906.0,48064.0,1649.0,-78.946876,-83.396339
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2085.0,47874.0,1328.0,-79.201309,-85.611228
NLOS,2155.0,47687.0,2035.0,-78.811477,-84.304275
NLOS,2155.0,47687.0,2035.0,-78.811477,-84.304275
NLOS,2155.0,47687.0,2035.0,-78.811477,-84.304275
NLOS,2155.0,47687.0,2035.0,-78.811477,-84.304275
